enrollment_id,student_id,course_id,marks_obtained,grade,grade_point,attendance_percentage,semester,academic_year
19836,STU2024EC0579,CRS_EC602,62.4,B+,7.0,88.8,6,2024-2025
19837,STU2024EC0579,CRS_EC603,69.4,B+,7.0,75.3,6,2024-2025
19838,STU2024EC0579,CRS_EC701,58.5,B,6.0,76.8,7,2025-2026
19839,STU2024EC0579,CRS_EC702,70.7,A,8.0,77.4,7,2025-2026
19840,STU2024EC0579,CRS_EC703,86.6,A+,9.0,76.8,7,2025-2026
19841,STU2024EC0579,CRS_EC801,86.8,A+,9.0,90.3,8,2025-2026
19842,STU2024EC0579,CRS_EC802,78.1,A,8.0,79.9,8,2025-2026
19843,STU2024EC0579,CRS_EC803,66.7,B+,7.0,88.2,8,2025-2026
19844,STU2024EC0580,CRS_EC101,42.1,C,5.0,56.4,1,2024-2025
19845,STU2024EC0580,CRS_EC102,56.1,B,6.0,64.0,1,2024-2025
19846,STU2024EC0580,CRS_EC103,45.5,C,5.0,52.8,1,2024-2025
19847,STU2024EC0580,CRS_EC104,68.5,B+,7.0,54.5,1,2024-2025
19848,STU2024EC0580,CRS_EC105,51.4,B,6.0,66.0,1,2024-2025
19849,STU2024EC0580,CRS_EC201,50.6,B,6.0,57.5,2,2024-2025
19850,STU2024EC0580,CRS_EC202,49.2,C,5.0,56.4,2,2024-2025
19851,STU2024EC0580,CRS_EC203,45.3,C,5.0,55.1,2,2024-2025
19852,STU2024EC0580,CRS_EC204,45.4,C,5.0,64.3,2,2024-2025
19853,STU2024EC0580,CRS_EC301,46.9,C,5.0,61.0,3,2025-2026
19854,STU2024EC0580,CRS_EC302,47.2,C,5.0,67.9,3,2025-2026
19855,STU2024EC0580,CRS_EC303,27.8,F,0.0,54.0,3,2025-2026
19856,STU2024EC0580,CRS_EC401,16.6,F,0.0,52.5,4,2025-2026
19857,STU2024EC0580,CRS_EC402,33.8,F,0.0,59.7,4,2025-2026
19858,STU2024EC0580,CRS_EC403,39.1,P,4.0,54.4,4,2025-2026
19859,STU2024EC0580,CRS_EC501,60.2,B+,7.0,65.4,5,2026-2027
19860,STU2024EC0580,CRS_EC502,55.4,B,6.0,62.5,5,2026-2027
19861,STU2024EC0580,CRS_EC503,34.0,F,0.0,55.8,5,2026-2027
19862,STU2024EC0580,CRS_EC601,40.1,C,5.0,65.4,6,2026-2027
19863,STU2024EC0580,CRS_EC602,40.5,C,5.0,52.5,6,2026-2027
19864,STU2024EC0580,CRS_EC603,70.2,A,8.0,56.3,6,2026-2027
19865,STU2024EC0580,CRS_EC701,47.2,C,5.0,59.0,7,2027-2028
19866,STU2024EC0580,CRS_EC702,68.9,B+,7.0,57.0,7,2027-2028
19867,STU2024EC0580,CRS_EC703,51.3,B,6.0,66.4,7,2027-2028
19868,STU2024EC0580,CRS_EC801,47.2,C,5.0,52.5,8,2027-2028
19869,STU2024EC0580,CRS_EC802,19.3,F,0.0,60.2,8,2027-2028
19870,STU2024EC0580,CRS_EC803,43.0,C,5.0,61.7,8,2027-2028
19871,STU2024EC0581,CRS_EC101,80.6,A+,9.0,83.1,1,2024-2025
19872,STU2024EC0581,CRS_EC102,66.9,B+,7.0,91.9,1,2024-2025
19873,STU2024EC0581,CRS_EC103,86.3,A+,9.0,84.9,1,2024-2025
19874,STU2024EC0581,CRS_EC104,86.0,A+,9.0,91.5,1,2024-2025
19875,STU2024EC0581,CRS_EC105,55.5,B,6.0,90.5,1,2024-2025
19876,STU2024EC0581,CRS_EC201,55.1,B,6.0,84.2,2,2024-2025
19877,STU2024EC0581,CRS_EC202,88.6,A+,9.0,85.5,2,2024-2025
19878,STU2024EC0581,CRS_EC203,64.2,B+,7.0,80.2,2,2024-2025
19879,STU2024EC0581,CRS_EC204,65.0,B+,7.0,76.2,2,2024-2025
19880,STU2024EC0581,CRS_EC301,56.7,B,6.0,91.0,3,2025-2026
19881,STU2024EC0581,CRS_EC302,68.6,B+,7.0,86.0,3,2025-2026
19882,STU2024EC0581,CRS_EC303,68.4,B+,7.0,87.3,3,2025-2026
19883,STU2024EC0581,CRS_EC401,65.9,B+,7.0,89.8,4,2025-2026
19884,STU2024EC0581,CRS_EC402,89.4,A+,9.0,84.2,4,2025-2026
19885,STU2024EC0581,CRS_EC403,88.6,A+,9.0,79.1,4,2025-2026
19886,STU2024EC0581,CRS_EC501,71.1,A,8.0,89.6,5,2026-2027
19887,STU2024EC0581,CRS_EC502,84.2,A+,9.0,78.4,5,2026-2027
19888,STU2024EC0581,CRS_EC503,75.0,A,8.0,90.9,5,2026-2027
19889,STU2024EC0581,CRS_EC601,84.6,A+,9.0,82.2,6,2026-2027
19890,STU2024EC0581,CRS_EC602,90.8,O,10.0,91.3,6,2026-2027
19891,STU2024EC0581,CRS_EC603,73.2,A,8.0,88.3,6,2026-2027
19892,STU2024EC0581,CRS_EC701,41.5,C,5.0,79.8,7,2027-2028
19893,STU2024EC0581,CRS_EC702,84.7,A+,9.0,77.2,7,2027-2028
19894,STU2024EC0581,CRS_EC703,65.9,B+,7.0,89.0,7,2027-2028
19895,STU2024EC0581,CRS_EC801,81.6,A+,9.0,78.9,8,2027-2028
19896,STU2024EC0581,CRS_EC802,98.3,O,10.0,88.4,8,2027-2028
19897,STU2024EC0581,CRS_EC803,73.1,A,8.0,81.6,8,2027-2028
19898,STU2024EC0582,CRS_EC101,89.4,A+,9.0,79.2,1,2024-2025
19899,STU2024EC0582,CRS_EC102,81.8,A+,9.0,78.5,1,2024-2025
19900,STU2024EC0582,CRS_EC103,88.2,A+,9.0,88.5,1,2024-2025
19901,STU2024EC0582,CRS_EC104,79.9,A,8.0,91.9,1,2024-2025
19902,STU2024EC0582,CRS_EC105,78.6,A,8.0,79.0,1,2024-2025
19903,STU2024EC0582,CRS_EC201,77.9,A,8.0,76.6,2,2024-2025
19904,STU2024EC0582,CRS_EC202,72.9,A,8.0,83.9,2,2024-2025
19905,STU2024EC0582,CRS_EC203,99.0,O,10.0,80.6,2,2024-2025
19906,STU2024EC0582,CRS_EC204,75.7,A,8.0,90.7,2,2024-2025
19907,STU2024EC0582,CRS_EC301,83.3,A+,9.0,83.4,3,2025-2026
19908,STU2024EC0582,CRS_EC302,59.7,B,6.0,79.5,3,2025-2026
19909,STU2024EC0582,CRS_EC303,96.6,O,10.0,88.3,3,2025-2026
19910,STU2024EC0582,CRS_EC401,87.3,A+,9.0,76.4,4,2025-2026
19911,STU2024EC0582,CRS_EC402,65.1,B+,7.0,87.6,4,2025-2026
19912,STU2024EC0582,CRS_EC403,79.7,A,8.0,77.4,4,2025-2026
19913,STU2024EC0582,CRS_EC501,79.5,A,8.0,81.6,5,2026-2027
19914,STU2024EC0582,CRS_EC502,84.2,A+,9.0,81.1,5,2026-2027
19915,STU2024EC0582,CRS_EC503,73.2,A,8.0,79.0,5,2026-2027
19916,STU2024EC0582,CRS_EC601,62.6,B+,7.0,91.9,6,2026-2027
19917,STU2024EC0582,CRS_EC602,61.8,B+,7.0,86.3,6,2026-2027
19918,STU2024EC0582,CRS_EC603,77.0,A,8.0,91.9,6,2026-2027
19919,STU2024EC0582,CRS_EC701,63.9,B+,7.0,80.0,7,2027-2028
19920,STU2024EC0582,CRS_EC702,98.8,O,10.0,76.6,7,2027-2028
19921,STU2024EC0582,CRS_EC703,77.3,A,8.0,87.8,7,2027-2028
19922,STU2024EC0582,CRS_EC801,57.4,B,6.0,89.9,8,2027-2028
19923,STU2024EC0582,CRS_EC802,70.2,A,8.0,88.1,8,2027-2028
19924,STU2024EC0582,CRS_EC803,77.0,A,8.0,84.9,8,2027-2028
19925,STU2024EC0583,CRS_EC101,99.0,O,10.0,75.1,1,2024-2025
19926,STU2024EC0583,CRS_EC102,62.3,B+,7.0,76.2,1,2024-2025
19927,STU2024EC0583,CRS_EC103,59.7,B,6.0,84.3,1,2024-2025
19928,STU2024EC0583,CRS_EC104,75.1,A,8.0,81.0,1,2024-2025
19929,STU2024EC0583,CRS_EC105,75.2,A,8.0,88.8,1,2024-2025
19930,STU2024EC0583,CRS_EC201,78.0,A,8.0,77.2,2,2024-2025
19931,STU2024EC0583,CRS_EC202,79.2,A,8.0,84.2,2,2024-2025
19932,STU2024EC0583,CRS_EC203,76.2,A,8.0,78.2,2,2024-2025
19933,STU2024EC0583,CRS_EC204,94.4,O,10.0,88.1,2,2024-2025
19934,STU2024EC0583,CRS_EC301,76.6,A,8.0,83.9,3,2025-2026
19935,STU2024EC0583,CRS_EC302,65.8,B+,7.0,88.8,3,2025-2026
19936,STU2024EC0583,CRS_EC303,83.8,A+,9.0,80.9,3,2025-2026
19937,STU2024EC0583,CRS_EC401,82.8,A+,9.0,89.8,4,2025-2026
19938,STU2024EC0583,CRS_EC402,69.5,B+,7.0,81.8,4,2025-2026
19939,STU2024EC0583,CRS_EC403,53.6,B,6.0,80.1,4,2025-2026
19940,STU2024EC0583,CRS_EC501,69.1,B+,7.0,90.3,5,2026-2027
19941,STU2024EC0583,CRS_EC502,75.5,A,8.0,87.4,5,2026-2027
19942,STU2024EC0583,CRS_EC503,51.5,B,6.0,78.6,5,2026-2027
19943,STU2024EC0583,CRS_EC601,65.7,B+,7.0,86.1,6,2026-2027
19944,STU2024EC0583,CRS_EC602,59.7,B,6.0,88.9,6,2026-2027
19945,STU2024EC0583,CRS_EC603,62.0,B+,7.0,82.6,6,2026-2027
19946,STU2024EC0583,CRS_EC701,75.5,A,8.0,77.2,7,2027-2028
19947,STU2024EC0583,CRS_EC702,75.9,A,8.0,91.3,7,2027-2028
19948,STU2024EC0583,CRS_EC703,65.1,B+,7.0,89.2,7,2027-2028
19949,STU2024EC0583,CRS_EC801,82.2,A+,9.0,90.3,8,2027-2028
19950,STU2024EC0583,CRS_EC802,83.9,A+,9.0,87.8,8,2027-2028
19951,STU2024EC0583,CRS_EC803,58.0,B,6.0,76.7,8,2027-2028
19952,STU2024EC0584,CRS_EC101,96.2,O,10.0,92.6,1,2021-2022
19953,STU2024EC0584,CRS_EC102,88.9,A+,9.0,89.8,1,2021-2022
19954,STU2024EC0584,CRS_EC103,92.5,O,10.0,94.5,1,2021-2022
19955,STU2024EC0584,CRS_EC104,92.5,O,10.0,89.6,1,2021-2022
19956,STU2024EC0584,CRS_EC105,87.6,A+,9.0,95.1,1,2021-2022
19957,STU2024EC0584,CRS_EC201,94.3,O,10.0,88.2,2,2021-2022
19958,STU2024EC0584,CRS_EC202,89.1,A+,9.0,89.2,2,2021-2022
19959,STU2024EC0584,CRS_EC203,95.1,O,10.0,92.5,2,2021-2022
19960,STU2024EC0584,CRS_EC204,78.8,A,8.0,90.0,2,2021-2022
19961,STU2024EC0584,CRS_EC301,96.8,O,10.0,93.2,3,2022-2023
19962,STU2024EC0584,CRS_EC302,99.0,O,10.0,88.9,3,2022-2023
19963,STU2024EC0584,CRS_EC303,88.9,A+,9.0,90.6,3,2022-2023
19964,STU2024EC0584,CRS_EC401,92.3,O,10.0,94.9,4,2022-2023
19965,STU2024EC0584,CRS_EC402,88.4,A+,9.0,91.4,4,2022-2023
19966,STU2024EC0584,CRS_EC403,75.9,A,8.0,96.8,4,2022-2023
19967,STU2024EC0584,CRS_EC501,80.8,A+,9.0,96.1,5,2023-2024
19968,STU2024EC0584,CRS_EC502,90.0,O,10.0,92.1,5,2023-2024
19969,STU2024EC0584,CRS_EC503,82.6,A+,9.0,97.0,5,2023-2024
19970,STU2024EC0584,CRS_EC601,99.0,O,10.0,88.4,6,2023-2024
19971,STU2024EC0584,CRS_EC602,93.1,O,10.0,94.5,6,2023-2024
19972,STU2024EC0584,CRS_EC603,95.7,O,10.0,92.1,6,2023-2024
19973,STU2024EC0584,CRS_EC701,80.7,A+,9.0,94.1,7,2024-2025
19974,STU2024EC0584,CRS_EC702,86.7,A+,9.0,95.9,7,2024-2025
19975,STU2024EC0584,CRS_EC703,80.6,A+,9.0,89.4,7,2024-2025
19976,STU2024EC0584,CRS_EC801,94.8,O,10.0,95.9,8,2024-2025
19977,STU2024EC0584,CRS_EC802,78.7,A,8.0,96.4,8,2024-2025
19978,STU2024EC0584,CRS_EC803,90.6,O,10.0,89.4,8,2024-2025
19979,STU2024EC0585,CRS_EC101,25.4,F,0.0,63.0,1,2021-2022
19980,STU2024EC0585,CRS_EC102,40.6,C,5.0,60.8,1,2021-2022
19981,STU2024EC0585,CRS_EC103,43.3,C,5.0,52.1,1,2021-2022
19982,STU2024EC0585,CRS_EC104,64.8,B+,7.0,55.4,1,2021-2022
19983,STU2024EC0585,CRS_EC105,56.2,B,6.0,52.3,1,2021-2022
19984,STU2024EC0585,CRS_EC201,49.0,C,5.0,62.6,2,2021-2022
19985,STU2024EC0585,CRS_EC202,32.8,F,0.0,55.6,2,2021-2022
19986,STU2024EC0585,CRS_EC203,33.4,F,0.0,65.2,2,2021-2022
19987,STU2024EC0585,CRS_EC204,38.0,P,4.0,53.5,2,2021-2022
19988,STU2024EC0585,CRS_EC301,43.7,C,5.0,54.4,3,2022-2023
19989,STU2024EC0585,CRS_EC302,43.9,C,5.0,66.7,3,2022-2023
19990,STU2024EC0585,CRS_EC303,57.7,B,6.0,65.1,3,2022-2023
19991,STU2024EC0585,CRS_EC401,39.4,P,4.0,56.3,4,2022-2023
19992,STU2024EC0585,CRS_EC402,56.4,B,6.0,61.0,4,2022-2023
19993,STU2024EC0585,CRS_EC403,49.8,C,5.0,52.9,4,2022-2023
19994,STU2024EC0585,CRS_EC501,15.0,F,0.0,67.5,5,2023-2024
19995,STU2024EC0585,CRS_EC502,34.4,F,0.0,53.7,5,2023-2024
19996,STU2024EC0585,CRS_EC503,52.0,B,6.0,54.5,5,2023-2024
19997,STU2024EC0585,CRS_EC601,45.9,C,5.0,59.0,6,2023-2024
19998,STU2024EC0585,CRS_EC602,23.0,F,0.0,59.6,6,2023-2024
19999,STU2024EC0585,CRS_EC603,28.5,F,0.0,54.2,6,2023-2024
20000,STU2024EC0585,CRS_EC701,53.5,B,6.0,66.1,7,2024-2025
20001,STU2024EC0585,CRS_EC702,38.8,P,4.0,67.4,7,2024-2025
20002,STU2024EC0585,CRS_EC703,48.2,C,5.0,63.1,7,2024-2025
20003,STU2024EC0585,CRS_EC801,59.3,B,6.0,58.7,8,2024-2025
20004,STU2024EC0585,CRS_EC802,43.4,C,5.0,60.5,8,2024-2025
20005,STU2024EC0585,CRS_EC803,60.4,B+,7.0,57.1,8,2024-2025
20006,STU2024EC0586,CRS_EC101,59.8,B,6.0,78.8,1,2021-2022
20007,STU2024EC0586,CRS_EC102,85.9,A+,9.0,78.5,1,2021-2022
20008,STU2024EC0586,CRS_EC103,64.2,B+,7.0,80.1,1,2021-2022
20009,STU2024EC0586,CRS_EC104,76.8,A,8.0,90.6,1,2021-2022
20010,STU2024EC0586,CRS_EC105,82.2,A+,9.0,90.5,1,2021-2022
20011,STU2024EC0586,CRS_EC201,92.7,O,10.0,87.1,2,2021-2022
20012,STU2024EC0586,CRS_EC202,99.0,O,10.0,89.9,2,2021-2022
20013,STU2024EC0586,CRS_EC203,60.6,B+,7.0,76.9,2,2021-2022
20014,STU2024EC0586,CRS_EC204,95.0,O,10.0,88.4,2,2021-2022
20015,STU2024EC0586,CRS_EC301,78.3,A,8.0,84.0,3,2022-2023
20016,STU2024EC0586,CRS_EC302,67.0,B+,7.0,81.6,3,2022-2023
20017,STU2024EC0586,CRS_EC303,88.8,A+,9.0,91.0,3,2022-2023
20018,STU2024EC0586,CRS_EC401,80.1,A+,9.0,79.5,4,2022-2023
20019,STU2024EC0586,CRS_EC402,75.9,A,8.0,86.8,4,2022-2023
20020,STU2024EC0586,CRS_EC403,75.6,A,8.0,75.7,4,2022-2023
20021,STU2024EC0586,CRS_EC501,91.1,O,10.0,91.0,5,2023-2024
20022,STU2024EC0586,CRS_EC502,79.2,A,8.0,84.7,5,2023-2024
20023,STU2024EC0586,CRS_EC503,81.3,A+,9.0,79.8,5,2023-2024
20024,STU2024EC0586,CRS_EC601,84.4,A+,9.0,77.6,6,2023-2024
20025,STU2024EC0586,CRS_EC602,65.1,B+,7.0,79.2,6,2023-2024
20026,STU2024EC0586,CRS_EC603,82.4,A+,9.0,85.9,6,2023-2024
20027,STU2024EC0586,CRS_EC701,78.3,A,8.0,90.0,7,2024-2025
20028,STU2024EC0586,CRS_EC702,89.1,A+,9.0,78.6,7,2024-2025
20029,STU2024EC0586,CRS_EC703,82.0,A+,9.0,89.1,7,2024-2025
20030,STU2024EC0586,CRS_EC801,59.5,B,6.0,84.2,8,2024-2025
20031,STU2024EC0586,CRS_EC802,67.5,B+,7.0,75.9,8,2024-2025
20032,STU2024EC0586,CRS_EC803,83.2,A+,9.0,83.8,8,2024-2025
20033,STU2024EC0587,CRS_EC101,72.9,A,8.0,75.3,1,2024-2025
20034,STU2024EC0587,CRS_EC102,68.2,B+,7.0,78.8,1,2024-2025
20035,STU2024EC0587,CRS_EC103,64.2,B+,7.0,76.9,1,2024-2025
20036,STU2024EC0587,CRS_EC104,71.2,A,8.0,89.1,1,2024-2025
20037,STU2024EC0587,CRS_EC105,74.8,A,8.0,88.8,1,2024-2025
20038,STU2024EC0587,CRS_EC201,72.2,A,8.0,77.2,2,2024-2025
20039,STU2024EC0587,CRS_EC202,79.8,A,8.0,80.4,2,2024-2025
20040,STU2024EC0587,CRS_EC203,61.4,B+,7.0,83.1,2,2024-2025
20041,STU2024EC0587,CRS_EC204,72.2,A,8.0,85.5,2,2024-2025
20042,STU2024EC0587,CRS_EC301,75.7,A,8.0,91.0,3,2025-2026
20043,STU2024EC0587,CRS_EC302,80.0,A+,9.0,78.7,3,2025-2026
20044,STU2024EC0587,CRS_EC303,74.7,A,8.0,80.6,3,2025-2026
20045,STU2024EC0587,CRS_EC401,71.1,A,8.0,75.8,4,2025-2026
20046,STU2024EC0587,CRS_EC402,65.6,B+,7.0,81.6,4,2025-2026
20047,STU2024EC0587,CRS_EC403,78.6,A,8.0,88.9,4,2025-2026
20048,STU2024EC0587,CRS_EC501,74.5,A,8.0,89.0,5,2026-2027
20049,STU2024EC0587,CRS_EC502,72.0,A,8.0,85.3,5,2026-2027
20050,STU2024EC0587,CRS_EC503,72.7,A,8.0,83.9,5,2026-2027
20051,STU2024EC0587,CRS_EC601,63.1,B+,7.0,83.4,6,2026-2027
20052,STU2024EC0587,CRS_EC602,74.5,A,8.0,77.6,6,2026-2027
20053,STU2024EC0587,CRS_EC603,66.6,B+,7.0,89.6,6,2026-2027
20054,STU2024EC0587,CRS_EC701,72.7,A,8.0,75.2,7,2027-2028
20055,STU2024EC0587,CRS_EC702,75.7,A,8.0,89.4,7,2027-2028
20056,STU2024EC0587,CRS_EC703,68.6,B+,7.0,77.2,7,2027-2028
20057,STU2024EC0587,CRS_EC801,54.4,B,6.0,82.4,8,2027-2028
20058,STU2024EC0587,CRS_EC802,89.7,A+,9.0,90.5,8,2027-2028
20059,STU2024EC0587,CRS_EC803,64.2,B+,7.0,90.9,8,2027-2028
20060,STU2024EC0588,CRS_EC101,47.1,C,5.0,55.0,1,2024-2025
20061,STU2024EC0588,CRS_EC102,50.7,B,6.0,63.9,1,2024-2025
20062,STU2024EC0588,CRS_EC103,56.0,B,6.0,63.2,1,2024-2025
20063,STU2024EC0588,CRS_EC104,23.4,F,0.0,56.6,1,2024-2025
20064,STU2024EC0588,CRS_EC105,42.0,C,5.0,63.7,1,2024-2025
20065,STU2024EC0588,CRS_EC201,61.9,B+,7.0,62.4,2,2024-2025
20066,STU2024EC0588,CRS_EC202,69.5,B+,7.0,64.4,2,2024-2025
20067,STU2024EC0588,CRS_EC203,40.2,C,5.0,57.8,2,2024-2025
20068,STU2024EC0588,CRS_EC204,49.7,C,5.0,56.2,2,2024-2025
20069,STU2024EC0588,CRS_EC301,36.8,P,4.0,64.2,3,2025-2026
20070,STU2024EC0588,CRS_EC302,46.8,C,5.0,53.7,3,2025-2026
20071,STU2024EC0588,CRS_EC303,57.4,B,6.0,52.8,3,2025-2026
20072,STU2024EC0588,CRS_EC401,36.8,P,4.0,62.6,4,2025-2026
20073,STU2024EC0588,CRS_EC402,48.5,C,5.0,63.4,4,2025-2026
20074,STU2024EC0588,CRS_EC403,54.9,B,6.0,64.7,4,2025-2026
20075,STU2024EC0588,CRS_EC501,51.4,B,6.0,56.9,5,2026-2027
20076,STU2024EC0588,CRS_EC502,27.5,F,0.0,56.0,5,2026-2027
20077,STU2024EC0588,CRS_EC503,50.7,B,6.0,64.7,5,2026-2027
20078,STU2024EC0588,CRS_EC601,29.2,F,0.0,66.0,6,2026-2027
20079,STU2024EC0588,CRS_EC602,20.8,F,0.0,63.0,6,2026-2027
20080,STU2024EC0588,CRS_EC603,31.9,F,0.0,64.5,6,2026-2027
20081,STU2024EC0588,CRS_EC701,34.9,F,0.0,60.5,7,2027-2028
20082,STU2024EC0588,CRS_EC702,32.5,F,0.0,59.1,7,2027-2028
20083,STU2024EC0588,CRS_EC703,46.5,C,5.0,53.8,7,2027-2028
20084,STU2024EC0588,CRS_EC801,70.5,A,8.0,54.7,8,2027-2028
20085,STU2024EC0588,CRS_EC802,43.5,C,5.0,52.8,8,2027-2028
20086,STU2024EC0588,CRS_EC803,49.7,C,5.0,63.7,8,2027-2028
20087,STU2024EC0589,CRS_EC101,93.3,O,10.0,93.0,1,2024-2025
20088,STU2024EC0589,CRS_EC102,97.8,O,10.0,97.7,1,2024-2025
20089,STU2024EC0589,CRS_EC103,88.2,A+,9.0,93.6,1,2024-2025
20090,STU2024EC0589,CRS_EC104,81.7,A+,9.0,88.2,1,2024-2025
20091,STU2024EC0589,CRS_EC105,96.3,O,10.0,92.7,1,2024-2025
20092,STU2024EC0589,CRS_EC201,85.4,A+,9.0,96.8,2,2024-2025
20093,STU2024EC0589,CRS_EC202,95.5,O,10.0,96.0,2,2024-2025
20094,STU2024EC0589,CRS_EC203,92.1,O,10.0,94.9,2,2024-2025
20095,STU2024EC0589,CRS_EC204,93.0,O,10.0,93.5,2,2024-2025
20096,STU2024EC0589,CRS_EC301,94.4,O,10.0,93.7,3,2025-2026
20097,STU2024EC0589,CRS_EC302,90.8,O,10.0,91.1,3,2025-2026
20098,STU2024EC0589,CRS_EC303,85.3,A+,9.0,93.4,3,2025-2026
20099,STU2024EC0589,CRS_EC401,93.0,O,10.0,97.8,4,2025-2026
20100,STU2024EC0589,CRS_EC402,81.6,A+,9.0,96.0,4,2025-2026
20101,STU2024EC0589,CRS_EC403,94.7,O,10.0,92.9,4,2025-2026
20102,STU2024EC0589,CRS_EC501,99.0,O,10.0,90.0,5,2026-2027
20103,STU2024EC0589,CRS_EC502,81.6,A+,9.0,97.4,5,2026-2027
20104,STU2024EC0589,CRS_EC503,77.6,A,8.0,92.3,5,2026-2027
20105,STU2024EC0589,CRS_EC601,92.5,O,10.0,93.2,6,2026-2027
20106,STU2024EC0589,CRS_EC602,88.9,A+,9.0,90.5,6,2026-2027
20107,STU2024EC0589,CRS_EC603,79.0,A,8.0,95.1,6,2026-2027
20108,STU2024EC0589,CRS_EC701,79.4,A,8.0,91.0,7,2027-2028
20109,STU2024EC0589,CRS_EC702,91.3,O,10.0,91.4,7,2027-2028
20110,STU2024EC0589,CRS_EC703,89.9,A+,9.0,89.4,7,2027-2028
20111,STU2024EC0589,CRS_EC801,79.8,A,8.0,93.3,8,2027-2028
20112,STU2024EC0589,CRS_EC802,96.2,O,10.0,94.3,8,2027-2028
20113,STU2024EC0589,CRS_EC803,92.4,O,10.0,92.0,8,2027-2028
20114,STU2024EC0590,CRS_EC101,72.3,A,8.0,80.2,1,2022-2023
20115,STU2024EC0590,CRS_EC102,68.9,B+,7.0,84.1,1,2022-2023
20116,STU2024EC0590,CRS_EC103,69.8,B+,7.0,75.8,1,2022-2023
20117,STU2024EC0590,CRS_EC104,64.6,B+,7.0,85.9,1,2022-2023
20118,STU2024EC0590,CRS_EC105,97.8,O,10.0,79.8,1,2022-2023
20119,STU2024EC0590,CRS_EC201,71.1,A,8.0,85.8,2,2022-2023
20120,STU2024EC0590,CRS_EC202,79.1,A,8.0,91.1,2,2022-2023
20121,STU2024EC0590,CRS_EC203,61.5,B+,7.0,76.2,2,2022-2023
20122,STU2024EC0590,CRS_EC204,70.3,A,8.0,91.4,2,2022-2023
20123,STU2024EC0590,CRS_EC301,75.9,A,8.0,86.9,3,2023-2024
20124,STU2024EC0590,CRS_EC302,75.2,A,8.0,80.8,3,2023-2024
20125,STU2024EC0590,CRS_EC303,46.6,C,5.0,84.8,3,2023-2024
20126,STU2024EC0590,CRS_EC401,71.2,A,8.0,76.8,4,2023-2024
20127,STU2024EC0590,CRS_EC402,85.2,A+,9.0,76.7,4,2023-2024
20128,STU2024EC0590,CRS_EC403,58.5,B,6.0,77.3,4,2023-2024
20129,STU2024EC0590,CRS_EC501,99.0,O,10.0,78.2,5,2024-2025
20130,STU2024EC0590,CRS_EC502,76.2,A,8.0,75.6,5,2024-2025
20131,STU2024EC0590,CRS_EC503,78.2,A,8.0,90.2,5,2024-2025
20132,STU2024EC0590,CRS_EC601,58.2,B,6.0,83.2,6,2024-2025
20133,STU2024EC0590,CRS_EC602,76.3,A,8.0,78.2,6,2024-2025
20134,STU2024EC0590,CRS_EC603,75.5,A,8.0,83.3,6,2024-2025
20135,STU2024EC0590,CRS_EC701,58.8,B,6.0,87.6,7,2025-2026
20136,STU2024EC0590,CRS_EC702,86.9,A+,9.0,87.0,7,2025-2026
20137,STU2024EC0590,CRS_EC703,64.9,B+,7.0,75.2,7,2025-2026
20138,STU2024EC0590,CRS_EC801,72.3,A,8.0,81.3,8,2025-2026
20139,STU2024EC0590,CRS_EC802,87.5,A+,9.0,80.9,8,2025-2026
20140,STU2024EC0590,CRS_EC803,60.5,B+,7.0,88.5,8,2025-2026
20141,STU2024EC0591,CRS_EC101,46.6,C,5.0,69.3,1,2022-2023
20142,STU2024EC0591,CRS_EC102,61.4,B+,7.0,70.6,1,2022-2023
20143,STU2024EC0591,CRS_EC103,63.4,B+,7.0,76.0,1,2022-2023
20144,STU2024EC0591,CRS_EC104,71.6,A,8.0,79.6,1,2022-2023
20145,STU2024EC0591,CRS_EC105,97.4,O,10.0,66.1,1,2022-2023
20146,STU2024EC0591,CRS_EC201,86.5,A+,9.0,61.5,2,2022-2023
20147,STU2024EC0591,CRS_EC202,75.3,A,8.0,70.3,2,2022-2023
20148,STU2024EC0591,CRS_EC203,70.4,A,8.0,73.7,2,2022-2023
20149,STU2024EC0591,CRS_EC204,53.4,B,6.0,65.2,2,2022-2023
20150,STU2024EC0591,CRS_EC301,28.5,F,0.0,79.0,3,2023-2024
20151,STU2024EC0591,CRS_EC302,99.0,O,10.0,60.9,3,2023-2024
20152,STU2024EC0591,CRS_EC303,52.7,B,6.0,75.6,3,2023-2024
20153,STU2024EC0591,CRS_EC401,53.2,B,6.0,70.3,4,2023-2024
20154,STU2024EC0591,CRS_EC402,39.6,P,4.0,71.2,4,2023-2024
20155,STU2024EC0591,CRS_EC403,71.8,A,8.0,70.7,4,2023-2024
20156,STU2024EC0591,CRS_EC501,54.4,B,6.0,75.3,5,2024-2025
20157,STU2024EC0591,CRS_EC502,88.6,A+,9.0,74.0,5,2024-2025
20158,STU2024EC0591,CRS_EC503,90.3,O,10.0,80.6,5,2024-2025
20159,STU2024EC0591,CRS_EC601,55.9,B,6.0,75.9,6,2024-2025
20160,STU2024EC0591,CRS_EC602,85.0,A+,9.0,62.6,6,2024-2025
20161,STU2024EC0591,CRS_EC603,61.2,B+,7.0,82.5,6,2024-2025
20162,STU2024EC0591,CRS_EC701,46.0,C,5.0,76.2,7,2025-2026
20163,STU2024EC0591,CRS_EC702,45.2,C,5.0,71.3,7,2025-2026
20164,STU2024EC0591,CRS_EC703,70.3,A,8.0,70.0,7,2025-2026
